APO Catalog,,,,,,20041,,,,,,,Cernis-52,,,,,,,23180,,,,,,,281159,,,,,,,23512,,,,,,,24534,,,,,,,24912,,,,,,,28482,,,,,,,37061,,,,,,,37903,,,,,,,43384,,,,,,,147084,,,,,,,147889,,,,,,,148579,,,,,,,166734,,,,,,,168625,,,,,,,175156,,,,,,,183143,,,,,,,190603,,,,,,,194279,,,,,,,Cyg-OB2-5,,,,,,,Cyg-OB2-12,,,,,,,204827,,,,,,,206267,,,,,,,223385,,,,,,
idx,Wav,FWHM,FWHM,xm2,xm2,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result
,A,km/s,A,km/s,A,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,
21,4887.17 ,52.18 ,0.85 ,18.06 ,0.29 ,,,1,2.6,,,L,,,1,13.6,,,L,,,1,1,,,L,4887.24,0.7,,2.5,0.5,0.22,D,,,1,2.4,,,L,,,1,2,,,L,4886.94,1.21,,2.8,0.3,0.37,D,,,1,1.7,,,L,,,1,0.8,,,L,4887.14,1.25,,3.3,0.3,0.38,D,,,1,2.4,,,L,,,,,,,R,,,1,2.7,,,L,,,1,2.7,,,L,,,1,2.1,,,L,,,1,2.5,,,L,,,1,1,,,L,,,1,2.9,,,L,,,1,1,,,L,4887.28,0.67,,3.9,0.5,0.29,D,4887.24,0.85,,4.6,1.1,0.24,D,,,1,12,,,L,4887.1,0.52,,4.4,0.5,0.3,D,,,1,1.2,,,L,,,1,1.7,,,L
22,4947.35 ,32.06 ,0.53 ,11.90 ,0.20 ,,,,,,,R,,,1,5.2,,,L,,,1,0.6,,,L,4947.34,0.27,,2.2,0.4,0.22,D,,,1,0.6,,,L,,,1,0.6,,,L,4947.46,0.57,,1.1,0.2,0.22,D,,,1,1.9,,,L,,,1,0.4,,,L,,,1,0.6,,,L,,,1,0.8,,,L,,,1,5.5,,,L,,,1,1.1,,,L,,,1,1.1,,,L,4947.28,0.94,,3.8,0.4,0.28,D,4947.31,0.44,,3.4,0.9,0.21,D,,,1,0.8,,,L,,,1,0.8,,,L,,,1,0.8,,,L,,,1,1.7,,,L,4947.3,0.45,,2.8,0.4,0.16,D,4947.41,0.74,,8.8,2.4,0.2,D,4947.34,0.43,,2.3,0.2,0.16,D,,,1,0.9,,,L,,,,,,,R
23,4951.13 ,38.84 ,0.64 ,16.66 ,0.28 ,,,,,,,R,4951.32,1.04,,10,1.7,0.33,D,4951.08,0.56,,2.6,0.4,0.21,D,4951.05,0.41,,2.8,0.4,0.17,D,,,1,1,,,L,,,1,0.8,,,L,,,1,1,,,L,,,,,,,R,,,1,0.8,,,L,,,1,0.6,,,L,4951.21,0.57,,4.8,0.4,0.35,D,,,,,,,R,,,1,2.2,,,L,,,1,2.2,,,L,4951.17,0.86,,3.2,0.5,0.26,D,,,,,,,R,,,,,,,R,,,,,,,R,,,1,1.5,,,L,4951.11,0.58,,6.7,0.7,0.33,D,4951,0.45,,8.8,0.7,0.29,D,,,1,7.4,,,L,4951.11,0.62,,10.6,0.5,0.27,D,4951.1,0.81,,3.8,0.3,0.3,D,,,,,,,R
24,4956.96 ,99.48 ,1.64 ,35.40 ,0.59 ,,,,,,,R,,,,,,,R,,,1,3.4,,,L,,,1,2.8,,,L,,,,,,,R,4956.73,2.75,,8,0.9,0.86,D,4956.64,1.18,,1.9,0.6,0.4,D,4957.2,1.53,,14.4,1.7,0.5,D,,,1,2.7,,,L,,,1,3.7,,,L,4956.93,1.04,,6.3,1.2,0.44,D,,,,,,,R,,,,,,,R,,,,,,,R,4957.28,1.81,,13,2,0.76,D,,,1,6.3,,,L,4957.07,1.52,,3.9,1.1,0.52,D,4957.04,1.61,1,11.3,1.2,0.64,C,,,,,,,R,,,1,6.3,,,L,4956.93,2.2,,19.6,1.2,0.78,D,,,1,23.3,,,L,,,,,,,R,4956.92,1.12,,3.9,0.8,0.42,D,,,,,,,R
25,4959.52 ,49.70 ,0.82 ,16.84 ,0.28 ,,,1,2.2,,,L,,,1,6.9,,,L,,,1,1.3,,,L,,,1,1.3,,,L,,,,,,,R,,,1,1.6,,,L,,,1,0.8,,,L,4959.61,0.8,,3.3,0.7,0.24,D,,,1,0.7,,,L,,,1,1.3,,,L,,,1,1.2,,,L,,,1,4.2,,,L,,,1,2.7,,,L,,,1,2.7,,,L,,,1,3.1,,,L,,,1,3.8,,,L,4959.21,1.03,,3.7,0.6,0.34,D,,,1,1.5,,,L,,,1,1.7,,,L,,,1,2.3,,,L,4959.54,1.14,,6,1.3,0.35,D,,,1,8.4,,,L,4959.65,0.58,,3,0.5,0.21,D,4959.47,0.68,,1.7,0.4,0.26,D,,,,,,,R
26,4961.93 ,33.93 ,0.56 ,13.38 ,0.22 ,,,1,1.6,,,L,,,1,5.9,,,L,4962,0.85,,2.1,0.3,0.28,D,4961.96,0.69,,3.5,0.5,0.29,D,,,1,1,,,L,4961.76,0.43,,1.6,0.4,0.19,D,,,1,0.6,,,L,,,1,1.3,,,L,,,1,1.1,,,L,,,1,1,,,L,,,1,1.4,,,L,,,,,,,R,,,1,2.3,,,L,,,1,2.3,,,L,,,1,1.3,,,L,,,1,2.6,,,L,,,1,0.6,,,L,4961.91,0.55,,2.2,0.5,0.21,D,,,1,1.1,,,L,,,1,2.2,,,L,,,1,2.3,,,L,,,1,6.6,,,L,4961.98,0.4,,5,0.5,0.27,D,4961.92,0.52,,1.4,0.3,0.17,D,4962.04,0.6,,1.5,0.4,0.17,D
27,4963.92 ,41.31 ,0.68 ,16.27 ,0.27 ,4963.83,0.63,,18.1,0.5,0.27,D,4963.9,0.48,,35.2,1.8,0.25,D,4963.94,0.69,,18.8,0.3,0.32,D,4963.9,0.64,,25.5,0.4,0.26,D,4963.92,0.65,,1.9,0.1,0.2,D,4963.86,0.59,,13.1,0.1,0.21,D,4963.86,0.66,,7.3,0.3,0.23,D,4963.84,0.57,,10.6,0.9,0.19,D,4963.9,0.71,,2.1,0.3,0.3,D,4964.1,1.21,,5.6,0.5,0.37,D,4964.14,0.76,,18.3,0.6,0.3,D,4963.91,0.65,,20.7,1.2,0.22,D,4963.93,0.62,,12.6,0.9,0.28,D,4963.93,0.62,,12.6,0.9,0.28,D,4963.95,0.62,,30.4,1,0.25,D,4963.8,0.82,,22.6,1.2,0.26,D,4963.9,0.67,,17.9,0.2,0.27,D,4963.99,0.73,,28,0.9,0.28,D,4963.98,0.65,,11.9,0.5,0.29,D,4963.9,0.69,,35.6,0.5,0.31,D,4963.92,0.67,,56.5,1.2,0.29,D,4963.92,0.61,,77.7,3.2,0.27,D,4963.92,0.65,,58.3,0.6,0.27,D,4963.89,0.66,,21.7,0.2,0.25,D,4963.9,0.75,,14.4,0.8,0.29,D
29,4965.19 ,31.47 ,0.52 ,14.08 ,0.23 ,4965.1,0.5,,2.5,0.3,0.19,D,,,1,7.2,,,L,4965.14,0.67,,2,0.4,0.25,D,,,1,1.5,,,L,,,1,1,,,L,,,1,1.6,,,L,,,1,0.8,,,L,,,1,4.1,,,L,4965.1,0.14,,1.6,0.3,0.28,D,4965.29,1.09,,2,0.4,0.33,D,4965.19,0.68,,5.6,0.8,0.22,D,4965.22,0.42,,6.3,1.8,0.15,D,,,1,2.8,,,L,,,1,2.8,,,L,4965.3,0.65,,2.1,0.4,0.22,D,4965.14,0.53,,5.9,1.5,0.35,D,4965.09,0.43,,4.4,0.2,0.19,D,4965.28,0.34,,4.4,0.5,0.26,D,4965.22,0.18,,2.2,0.2,0.22,D,,,1,2.4,,,L,,,1,3.2,,,L,4965.16,0.57,,11.3,2.7,0.15,D,4965.17,0.74,1,6.8,0.2,0.22,C,4965.18,0.57,,3.8,0.3,0.22,D,,,1,4.3,,,L
30,4965.97 ,29.68 ,0.49 ,12.00 ,0.20 ,,,1,1.1,,,L,,,1,7.9,,,L,4965.87,0.28,,1,0.2,0.15,D,4965.93,0.63,,1.7,0.3,0.2,D,,,1,0.8,,,L,,,1,0.9,,,L,,,1,0.9,,,L,,,1,2,,,L,,,1,0.9,,,L,4965.95,0.25,,1.6,0.4,0.29,D,4965.89,0.22,,2.6,0.6,0.26,D,,,,,,,R,4966.21,0.53,,4,1.1,0.14,D,4966.21,0.53,,4,1.1,0.14,D,4966.12,0.26,,1.3,0.3,0.15,D,,,1,3.5,,,L,4965.87,0.67,,2.3,0.1,0.2,D,4966.05,0.45,,2.5,0.4,0.18,D,4965.92,0.57,,2.5,0.3,0.2,D,,,1,1.6,,,L,4966,0.56,,3.8,0.8,0.2,D,4965.93,0.55,,9,2.9,0.19,D,4965.96,0.66,,5.6,0.2,0.21,D,4965.93,0.58,,2.3,0.2,0.18,D,4965.8,0.6,,1.9,0.5,0.24,D
31,4969.12 ,47.37 ,0.78 ,16.35 ,0.27 ,,,,,,,R,,,1,12.2,,,L,4969.04,0.65,,2.2,0.5,0.2,D,4969.1,0.63,,3.9,0.5,0.22,D,,,1,1.4,,,L,4969.08,0.41,,2.9,0.5,0.2,D,4968.94,1.06,,1.4,0.5,0.22,D,,,1,4.7,,,L,,,1,1.2,,,L,4968.93,0.51,,1.5,0.3,0.21,D,,,1,2.5,,,L,,,,,,,R,,,,,,,R,,,,,,,R,4969.17,0.77,,6.2,0.8,0.31,D,,,1,4.3,,,L,,,1,4.1,,,L,4969.16,0.75,1,8.2,0.5,0.32,C,4969.3,0.96,,3.2,0.6,0.29,D,4969.24,0.75,,8.3,1,0.33,D,4969.14,0.9,,11.2,1.1,0.28,D,4969.06,1.07,,21.2,4.2,0.35,D,4969.17,0.78,,15.9,0.6,0.35,D,4969.18,0.82,,3.2,0.4,0.24,D,,,,,,,R
32,4974.93 ,40.64 ,0.67 ,14.83 ,0.25 ,,,1,2.4,,,L,,,1,5.3,,,L,4974.87,0.35,,1.2,0.3,0.26,D,4975.06,0.51,,1.6,0.4,0.18,D,,,1,0.8,,,L,,,1,1.1,,,L,4974.91,0.69,,1.5,0.2,0.21,D,,,1,2.1,,,L,,,1,1,,,L,,,1,1,,,L,,,1,1.2,,,L,,,1,4.5,,,L,,,1,1.9,,,L,,,1,1.9,,,L,,,1,1,,,L,,,1,4.1,,,L,,,1,1.6,,,L,,,1,1.6,,,L,,,1,0.8,,,L,,,1,1.6,,,L,,,1,1.8,,,L,,,1,5.3,,,L,4974.9,0.88,,3.3,0.3,0.27,D,,,1,0.8,,,L,,,1,0.8,,,L
33,4978.06 ,30.63 ,0.51 ,11.85 ,0.20 ,,,,,,,R,,,1,4.3,,,L,4978.09,0.63,,1.9,0.2,0.21,D,,,1,1.6,,,L,,,1,1.3,,,L,,,1,1.1,,,L,,,1,0.9,,,L,,,1,3.1,,,L,,,1,0.5,,,L,,,1,1.1,,,L,,,1,1.4,,,L,,,,,,,R,,,1,2.8,,,L,,,1,2.8,,,L,4978.07,0.28,,1.5,0.5,0.12,D,,,1,4.5,,,L,,,1,0.6,,,L,,,1,1,,,L,4978.01,0.64,,0.8,0.1,0.24,D,4978.04,0.46,,2.1,0.6,0.21,D,,,1,4.1,,,L,,,1,5.6,,,L,4978.03,0.52,,1.6,0.4,0.21,D,,,1,1,,,L,,,,,,,R
34,4979.62 ,34.45 ,0.57 ,13.59 ,0.23 ,4979.5,0.62,,3,0.7,0.21,D,4979.48,0.7,,8.4,2.2,0.24,D,,,1,1.4,,,L,4979.57,0.49,,5.1,0.4,0.21,D,,,1,1.4,,,L,4979.58,0.54,,2.8,0.5,0.22,D,4979.54,0.62,,1.3,0.4,0.21,D,,,1,2.1,,,L,,,1,1,,,L,,,1,0.9,,,L,4979.83,0.58,,2.4,0.5,0.19,D,,,1,4.4,,,L,,,1,3.2,,,L,,,1,3.2,,,L,4979.57,0.58,,5.6,0.7,0.28,D,,,1,5.3,,,L,4979.6,0.49,,1.7,0.5,0.16,D,4979.64,0.52,,2.4,0.7,0.22,D,4979.59,0.66,,1.3,0.3,0.28,D,4979.63,0.51,,5.5,0.6,0.27,D,4979.65,0.57,,8.6,1,0.21,D,4979.66,0.75,,7,1.7,0.23,D,4979.64,0.63,,13.8,0.4,0.25,D,4979.55,0.54,,3.5,0.4,0.25,D,4979.72,0.5,,1.9,0.6,0.21,D
35,4982.23 ,26.57 ,0.44 ,8.88 ,0.15 ,,,1,1.4,,,L,,,1,3.3,,,L,,,1,0.6,,,L,4982.15,0.52,,1.7,0.2,0.19,D,,,1,0.6,,,L,,,1,0.7,,,L,4982.34,0.58,,0.9,0.2,0.17,D,,,1,1.7,,,L,,,1,0.6,,,L,,,1,0.6,,,L,,,1,1,,,L,,,,,,,R,,,1,1.6,,,L,,,1,1.6,,,L,4982.3,0.44,,1.7,0.4,0.19,D,,,1,2.6,,,L,,,1,1,,,L,,,1,0.5,,,L,,,1,0.9,,,L,4982.33,0.42,,1.3,0.3,0.15,D,4982.16,0.39,,2.5,0.6,0.13,D,,,1,3.9,,,L,4982.17,0.34,,1.7,0.3,0.1,D,4982.26,0.39,,1.1,0.2,0.13,D,,,,,,,R
36,4984.78 ,30.43 ,0.51 ,13.84 ,0.23 ,,,,,,,R,4984.69,0.3,,16.7,1.3,0.16,D,4984.76,0.53,,7.4,0.3,0.24,D,4984.76,0.49,,11.3,0.5,0.19,D,4984.9,0.55,,2.7,0.4,0.22,D,4984.73,0.48,,11.8,1.2,0.39,D,4984.79,0.36,,3.9,0.2,0.25,D,,,,,,,R,,,1,0.5,,,L,,,1,0.8,,,L,4984.99,0.55,,7.1,0.4,0.21,D,,,,,,,R,4984.82,0.43,,3.7,0.6,0.18,D,4984.82,0.43,,3.7,0.6,0.18,D,4984.77,0.51,,18,0.9,0.28,D,4984.7,0.53,,9.6,1.3,0.16,D,4984.73,0.59,,11.7,0.4,0.24,D,,,,,,,R,4984.8,0.53,,5.9,0.5,0.25,D,4984.74,0.58,,14.6,0.4,0.24,D,4984.78,0.53,,23.9,1,0.22,D,4984.79,0.61,,34.3,2.4,0.21,D,4984.76,0.51,,32,0.5,0.26,D,4984.8,0.52,,10.8,0.4,0.23,D,4984.97,0.5,1,2.6,0.6,0.16,C
37,4986.77 ,32.29 ,0.54 ,13.34 ,0.22 ,4986.8,0.54,,2.2,0.2,0.17,D,,,1,3.6,,,L,4986.68,0.85,,2.8,0.1,0.26,D,4986.7,0.12,,3.7,0.3,0.22,D,,,1,1.1,,,L,4986.81,0.56,,3.4,0.3,0.24,D,,,1,0.8,,,L,,,1,2,,,L,,,1,0.6,,,L,,,1,0.9,,,L,,,,,,,R,4986.89,0.31,,4.2,0.5,0.15,D,,,1,1.5,,,L,,,1,1.5,,,L,4986.83,0.64,,2.9,0.5,0.22,D,,,1,2.5,,,L,4986.76,0.36,,2.7,0.4,0.24,D,4986.78,0.09,,2.4,0.3,0.2,D,4986.73,0.38,,4.7,0.4,0.27,D,,,,,,,R,4986.76,0.68,,6.7,0.7,0.25,D,4986.84,1.03,,11.8,3.2,0.3,D,4986.73,0.82,,9.8,0.4,0.27,D,4986.69,0.64,,1.3,0.4,0.2,D,4986.83,0.61,,2.2,0.5,0.2,D
38,4987.53 ,96.40 ,1.60 ,35.16 ,0.58 ,4987.48,1.8,,9.3,1,0.55,D,,,1,18.9,,,L,4987.28,1.96,,9.8,0.9,0.74,D,4987.47,2.06,,10.1,1.3,0.61,D,,,1,2.5,,,L,4987.48,1.35,,11.8,0.8,0.56,D,,,1,3.8,,,L,,,1,9,,,L,,,1,2.1,,,L,4987.59,1.17,,2.5,0.4,0.39,D,,,,,,,R,4987.28,1.33,,7,2,0.47,D,,,1,8.3,,,L,,,1,8.3,,,L,4987.51,1.47,,10.4,0.9,0.64,D,,,1,10,,,L,4987.82,0.95,,9.4,1.2,0.49,D,4987.71,1.56,,25.2,0.9,0.71,D,,,,,,,R,,,,,,,R,4987.63,1.7,,21.7,1.7,0.69,D,4988.25,1.38,,26.7,4.4,0.52,D,4987.52,0.96,,24.1,1.3,0.6,D,,,1,2,,,L,4987.79,2.08,,7.9,1.2,0.69,D
39,5003.58 ,34.11 ,0.57 ,12.32 ,0.21 ,,,,,,,R,5003.63,0.53,,7.7,2,0.18,D,5003.44,0.75,1,4.5,0.3,0.23,C,5003.59,0.51,,5,0.6,0.21,D,5003.59,0.66,,4.9,0.4,0.28,D,,,,,,,R,,,1,0.9,,,L,,,,,,,R,,,1,0.7,,,L,,,1,0.5,,,L,,,,,,,R,5003.55,0.36,1,4.2,1.2,0.14,C,5003.46,0.54,,3.6,0.3,0.19,D,5003.46,0.54,,3.6,0.3,0.19,D,5003.6,0.54,,2.7,0.3,0.19,D,,,,,,,R,5003.55,0.57,,3.6,0.1,0.18,D,,,,,,,R,,,,,,,R,,,,,,,R,5003.64,0.73,,11.7,0.6,0.25,D,,,,,,,R,5003.56,0.6,1,15.6,0.3,0.25,C,5003.61,0.52,,3.5,0.2,0.17,D,,,,,,,R
40,5027.57 ,44.36 ,0.74 ,14.32 ,0.24 ,,,,,,,R,5027.59,0.76,,11.9,1.8,0.26,D,,,1,1.2,,,L,5027.5,0.66,,3.2,0.8,0.21,D,,,1,0.8,,,L,,,1,0.4,,,L,,,1,1.2,,,L,,,,,,,R,,,1,0.8,,,L,,,1,0.9,,,L,,,,,,,R,,,,,,,R,,,1,2.7,,,L,,,1,2.7,,,L,,,1,1.5,,,L,,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,R,5027.61,0.81,,3.9,0.9,0.25,D,,,1,2.5,,,L,5027.35,0.85,,21.8,4,0.33,D,5027.49,0.56,1,10.8,0.6,0.21,C,,,1,1,,,L,,,,,,,R
41,5054.85 ,30.07 ,0.51 ,11.08 ,0.19 ,,,,,,,R,,,,,,,R,,,1,0.6,,,L,5054.81,0.41,,3.2,0.2,0.17,D,,,,,,,R,,,1,1.7,,,L,,,1,0.7,,,L,5054.81,0.02,1,4.1,1,0.18,C,,,1,0.7,,,L,,,1,1,,,L,,,,,,,R,,,1,3.7,,,L,,,1,2.6,,,L,,,1,2.6,,,L,5054.83,0.73,,6,0.6,0.29,D,,,,,,,R,5054.89,0.39,,2.4,0.3,0.07,D,,,,,,,R,5055.04,0.54,,1.4,0.2,0.22,D,,,1,3,,,L,5054.85,0.64,,8.5,1.1,0.22,D,5054.8,0.29,,9.8,2.7,0.13,D,5054.84,0.57,,12,0.8,0.23,D,5054.82,0.45,,2.1,0.5,0.16,D,,,,,,,R
42,5061.50 ,31.97 ,0.54 ,12.06 ,0.20 ,,,,,,,R,5061.57,0.48,,16.4,1.9,0.23,D,5061.47,0.42,,2.8,0.2,0.15,D,5061.54,0.48,,6.7,0.5,0.2,D,,,1,1,,,L,5061.41,0.42,,3.3,0.3,0.16,D,5061.58,0.61,,2.1,0.2,0.19,D,,,,,,,R,,,1,0.9,,,L,5061.55,0.47,,1.3,0.4,0.17,D,5061.52,0.73,,3.6,1.1,0.25,D,,,,,,,R,5061.44,0.59,,4.2,0.5,0.22,D,5061.44,0.59,,4.2,0.5,0.22,D,5061.53,0.62,,7.5,0.5,0.2,D,5061.32,0.51,,10.2,1.5,0.18,D,5061.62,0.36,,8.1,0.7,0.21,D,,,,,,,R,,,1,1.6,,,L,5061.46,0.58,,9.5,0.6,0.2,D,5061.49,0.6,,14.4,1.1,0.23,D,5061.5,0.62,,25,3,0.24,D,5061.49,0.53,,15.6,0.4,0.19,D,5061.48,0.58,,6.7,0.5,0.21,D,,,,,,,R
43,5074.48 ,24.50 ,0.41 ,11.10 ,0.19 ,,,,,,,R,5074.42,0.27,,5.5,1.3,0.13,D,5074.47,0.42,,4.9,0.5,0.2,D,5074.49,0.36,,5,0.4,0.19,D,5074.36,0.71,,1.7,0.1,0.23,D,5074.46,0.37,,3,0.4,0.18,D,,,1,1.3,,,L,,,1,4.2,,,L,,,1,1,,,L,,,1,0.7,,,L,,,,,,,R,,,,,,,R,,,1,3.5,,,L,,,1,3.5,,,L,5074.47,0.45,,2.1,0.3,0.14,D,,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,R,5074.58,0.49,,3.5,0.6,0.17,D,,,1,7.9,,,L,5074.58,0.41,,18.6,0.3,0.27,D,5074.52,0.37,,3.2,0.2,0.14,D,,,,,,,R
44,5092.17 ,32.61 ,0.55 ,12.20 ,0.21 ,,,1,1.6,,,L,,,1,3.9,,,L,5092.14,0.94,,5.1,0.3,0.3,D,5092.09,0.46,,1.4,0.2,0.15,D,,,,,,,R,5092.2,0.92,,7.3,0.5,0.34,D,5091.96,0.36,,1.4,0.2,0.24,D,,,1,1.3,,,L,5092.23,0.62,,1.2,0.2,0.2,D,5092.17,0.66,,1.1,0.2,0.21,D,5092.37,0.42,,1.9,0.2,0.16,D,,,,,,,R,,,1,1,,,L,,,1,1,,,L,5092.16,0.56,,3.6,0.7,0.19,D,5092.36,0.34,,5.5,0.7,0.2,D,,,1,1,,,L,,,1,0.8,,,L,,,1,0.5,,,L,5092.3,0.69,,6.9,0.5,0.23,D,,,1,1.1,,,L,5092.12,0.73,,8.5,1.4,0.24,D,5092.12,0.49,,5.6,0.3,0.2,D,5092.1,0.31,,1.2,0.3,0.11,D,,,1,1.4,,,L
45,5100.96 ,43.05 ,0.73 ,16.11 ,0.27 ,,,,,,,R,,,,,,,R,,,1,0.9,,,L,,,1,1.4,,,L,,,1,1.5,,,L,,,1,1.1,,,L,,,1,1.2,,,L,,,,,,,R,,,1,1.2,,,L,,,1,0.6,,,L,5100.82,0.95,,8.6,0.5,0.31,D,,,,,,,R,5100.86,0.88,,1.6,0.4,0.36,D,5100.86,0.88,,1.6,0.4,0.36,D,5101.17,0.6,,1.6,0.5,0.21,D,,,,,,,R,,,1,1.4,,,L,,,,,,,R,,,1,0.6,,,L,,,1,2.5,,,L,,,1,2.6,,,L,,,1,8.8,,,L,5100.92,0.5,,5,0.5,0.25,D,,,1,1.1,,,L,,,,,,,R
46,5110.77 ,105.91 ,1.80 ,36.73 ,0.63 ,,,1,8.3,,,L,,,,,,,R,,,1,1.9,,,L,5110.6,1.9,,6,0.9,0.57,D,,,1,1.7,,,L,,,1,4.7,,,L,,,1,3.1,,,L,,,1,6.7,,,L,,,1,3.8,,,L,,,1,3.2,,,L,,,1,4.9,,,L,,,,,,,R,,,1,4.3,,,L,,,1,4.3,,,L,5110.88,2.92,,12.8,0.9,0.83,D,,,1,15,,,L,,,1,4.9,,,L,5110.95,1.15,,4.9,1.3,0.63,D,,,1,4.1,,,L,,,1,5.9,,,L,5110.64,2.32,,15.7,1.5,0.69,D,,,1,14.9,,,L,5110.86,1.26,,5.4,1,0.46,D,5110.86,1.13,,5.2,0.7,0.61,D,,,1,4.9,,,L
47,5117.62 ,37.96 ,0.65 ,14.58 ,0.25 ,,,,,,,R,,,1,6.9,,,L,,,1,2.2,,,L,5117.48,0.61,,3.9,0.4,0.29,D,,,1,1.2,,,L,,,1,1.6,,,L,,,1,1.3,,,L,,,1,2.3,,,L,,,1,0.9,,,L,,,1,1.6,,,L,5117.81,0.47,,2.1,0.5,0.19,D,,,,,,,R,,,1,2.4,,,L,,,1,2.4,,,L,5117.66,0.79,,3.3,0.5,0.32,D,,,1,5.3,,,L,,,1,1.8,,,L,,,,,,,R,,,1,2,,,L,,,1,2.1,,,L,5117.47,0.58,,4.2,1.1,0.18,D,5117.73,0.83,,14.8,2,0.35,D,5117.63,0.68,,3.7,0.5,0.21,D,5117.64,0.66,,1.9,0.5,0.25,D,,,1,2.1,,,L
48,5170.49 ,25.45 ,0.44 ,10.61 ,0.18 ,5170.49,0.45,,2,0.4,0.14,D,5170.48,0.38,,6.6,1.3,0.15,D,5170.48,0.37,,3.8,0.4,0.18,D,5170.46,0.39,,5.1,0.3,0.19,D,,,,,,,R,5170.43,0.31,,3.4,0.3,0.2,D,5170.57,0.39,,1.8,0.1,0.2,D,,,1,2.7,,,L,,,1,0.8,,,L,,,1,1.2,,,L,5170.56,0.63,,7.2,0.5,0.27,D,,,,,,,R,,,1,3.7,,,L,,,1,3.7,,,L,5170.53,0.5,,8.7,0.3,0.19,D,,,1,1.8,,,L,5170.47,0.45,,3.9,0.2,0.21,D,,,,,,,R,,,1,1.9,,,L,5170.49,0.49,,6.1,0.6,0.21,D,5170.5,0.57,,7.5,0.3,0.2,D,5170.49,0.48,,12.3,1.5,0.15,D,5170.5,0.43,,9.9,0.2,0.16,D,5170.5,0.49,,5.1,0.2,0.2,D,,,,,,,R
49,5176.00 ,31.51 ,0.54 ,14.07 ,0.24 ,5175.93,0.42,1,2.9,0.6,0.17,C,5175.97,0.36,,19.4,1.2,0.25,D,5176.11,0.92,1,7.9,0.2,0.34,C,5176.03,0.48,,8.1,0.5,0.26,D,5176.14,0.63,,0.9,0.2,0.19,D,5175.94,0.39,,6.3,0.3,0.18,D,,,1,1.2,,,L,,,1,1.9,,,L,,,1,0.7,,,L,,,1,0.6,,,L,5176.13,0.5,,2,0.3,0.15,D,,,1,7,,,L,,,1,1.3,,,L,,,1,1.3,,,L,5176.04,0.53,,8.3,0.5,0.23,D,,,1,3.6,,,L,5175.96,0.42,,5.1,0.4,0.16,D,5176.12,0.61,1,5.3,0.2,0.22,C,5176.16,0.09,1,3.7,0.3,0.23,C,5175.82,1.02,,18.9,1.2,0.47,D,5176.06,0.57,,18,0.6,0.25,D,5176.05,0.57,,31.2,2.5,0.25,D,5176.03,0.52,1,27.8,0.5,0.25,C,5175.98,0.46,,6.3,0.1,0.2,D,,,,,,,R
